,Score Compound,Score Negative,Score Neutral,Score Positive,Sentence
242,0.0,0.0,1.0,0.0,not in rumis case
243,0.0,0.0,1.0,0.0,zarrinkulah ﬁnds a local bath where she will be given a private space of her own
244,0.0,0.0,1.0,0.0,when they open the doors of the shrine in the morning she does not go inside
245,0.0,0.0,1.0,0.0,she has all the holiness she needs inside her
246,0.7717,0.0,0.758,0.242,in the café where she eats porridge for breakfast she is a little woman of twentysix with a heart open like the sea
247,-0.5267,0.306,0.694,0.0, no one would ever suspect that she once was a prostitute
248,0.3182,0.0,0.887,0.113,she asks the café owner where would one go to ﬁnd cool drinking water so late in the summer
249,-0.886,0.439,0.561,0.0,the women are saying we are here to stay come oppression murder or rape
250,0.0,0.0,1.0,0.0,we will pick up the pieces and move on
251,-0.7783,0.221,0.779,0.0, one of the hideous universal tools used to bend women into obedience has always been the power of the taboo the disgrace attached to disasters
252,0.2732,0.0,0.741,0.259,well not where parsipur calls the shots
253,-0.5267,0.336,0.5,0.164,sure enough there is a rape scene coming up
254,-0.6808,0.141,0.859,0.0,the journeys of women to karaj are not described in detail except in the case of munis and faizeh who are raped by a truck driver and his assistant
255,0.0,0.0,1.0,0.0,i will go for a while then get myself inside a house
256,0.0,0.0,1.0,0.0,then go some more and get myself inside another house
257,-0.9136,0.366,0.634,0.0,a prostitute can be holy if she chooses to be and a woman can leave the painful violent experience of rape behind and be whole again
258,-0.802,0.419,0.581,0.0,so munis and faizeh continue toward karaj in spite of the assault
259,-0.8316,0.271,0.729,0.0,he does not ﬁnd out about the rape survives the truck accident and of course carries on with his own trip to karaj
260,0.0,0.0,1.0,0.0,the pond in front of the building is large
261,0.0,0.0,1.0,0.0,farrukhlaqa thinks that the building could use a touchup and maybe some additional rooms because there will be many guests
262,0.0,0.0,1.0,0.0,a tree right inside the house
263,0.128,0.093,0.791,0.116,as they go around the house ustuvari tries to overcome his agitation by showing the advantages of the building
264,0.0,0.0,1.0,0.0,ustuvari comments as you see maam this side of the garden does not have a wall
265,0.0,0.0,1.0,0.0,now he has to answer 98  women without men  the question who is this
266,0.2732,0.0,0.656,0.344, well who is this
267,-0.4019,0.153,0.847,0.0,farrukhlaqa asks why if this woman is insane has she not been taken to an asylum
268,-0.2978,0.11,0.827,0.063,no maam she isnt he explains and i have not cried in twenty years but whenever i see her i cant stop myself
269,0.0772,0.123,0.741,0.137, the family has tried to uproot her but the tree has pleaded please please dont cut me
270,-0.4939,0.099,0.901,0.0,we can plant the tree i was suggesting inside the house and 99  women without men  put a wall around this one to cover the disgrace from view ustuvari suggests
271,0.0,0.0,1.0,0.0,back in the house there is a revolution occurring inside farrukhlaqa
272,0.8122,0.0,0.748,0.252,as the baby grows inside her and munis and the gardener take care of her zarrinkulah turns more beautiful and translucent by the day
273,-0.5423,0.191,0.809,0.0,when she gets bored she takes a trip to tehran where she accidentally passes by the house of amir muniss brother
274,0.0,0.0,1.0,0.0,one cannot imprison oneself in the kitchen for ever
275,0.34,0.0,0.888,0.112, then she asks amir innocently you for example how long are you going to remain a simple civil servant
276,0.0,0.0,1.0,0.0,zarrinkulah is hardly visible the gardener is sitting by the wall mending his shoe
277,0.0,0.0,1.0,0.0,then they go to the room where zarrinkulah is sitting in bed with breasts full of milk
278,0.0,0.0,1.0,0.0,on the way back to the building something unusual happens
279,0.7123,0.144,0.492,0.364,she has always seemed perfect serving others having nothing but goodness in her heart
280,0.0,0.0,1.0,0.0,one day the couple hold hands sit on the lily and head o though to where we do not really know
281,0.1531,0.121,0.745,0.134,instead the book takes the rich and complicated story of postrevolutionary iran and reduces it to the image of the blind man whose job was to censor movies and the tenyearold who felt his dreams were illegal rlt 46
282,0.4795,0.0,0.859,0.141,as for iranian women their life story cannot be so easily taken from them as the book suggests rlt 41
283,0.4767,0.0,0.886,0.114,i have led you from the summer nights of my childhood in shiraz to the high school where you met my friends zohreh and minoo
284,-0.9081,0.311,0.63,0.059,and who will deny that bridge building is the thing to do in this age of transnationalism fractured by fear of 109  the good the missing and the faceless  terrorist acts and erroneous perceptions of each other
285,-0.5994,0.262,0.738,0.0,part iii opens with reference to the iraniraq war beginning in 1980
286,-0.3612,0.201,0.695,0.104,its literary focus is on james his personality and his lobbying americans to enter world war ii in support of britain
287,-0.34,0.092,0.849,0.059,like the rest of the book this part makes many allusions to the misfortunes of the local population including a female leftist student named razieh who is executed and an unnamed male student who burns himself to death
288,0.0772,0.1,0.771,0.129,the extremists perception of the universe as a blackandwhite world of inﬁdelity and faith is replicated by rlt s oversimpliﬁed world that posits good on the side of the west and evil squarely in the muslim camp
289,-0.9403,0.247,0.7,0.053,112  the good the missing and the faceless  flying airplanes into buildings keeping prisoners of war out of reach of the law beheading those who might vaguely sympathize with the enemy setting o bombs in subway cars and dragging the largest army of the world halfway across the globe to ﬁght imaginary weapons of mass destruction are signs of big trouble
290,-0.8519,0.293,0.707,0.0,ghomi from the city of ghom where major religious seminaries are located thinks daisy miller is evil and deserves to die 195
291,0.0,0.0,1.0,0.0,whether their goals are absolutist and selfserving or not they are unable to attain them
292,-0.8622,0.217,0.74,0.043,they all lie even those who come to mourn ayatollah khomeinis death since alongside the frenzy of beating chests and fainting they sit on the roadside to eat their sandwiches and drink their soft drinks as if they were on some kind of holiday or picnic
293,-0.9081,0.417,0.506,0.077,similarly when iraq attacks and the war starts the ugly extort undeserved privileges from the faculty in the name of war eorts
294,-0.5118,0.267,0.528,0.206,the relatively more acceptable revolutionary student raziehmore acceptable because she is later executedis full of 114  the good the missing and the faceless  anger and hatred
295,-0.128,0.137,0.705,0.158,women although the ugly are all backward subhuman and ready to surrender to authority women in rlt are particularly so
296,0.128,0.0,0.936,0.064,legal reform in areas related to gender is needed as is also the case regarding the rights of religious minorities and election laws
297,0.0,0.0,1.0,0.0,the young and selfdemeaning revolutionary razieh tells her teacher you must think about where we are coming from
298,0.6369,0.077,0.699,0.224,the enigmatic question is how could the book show no awareness of the presence of intelligent vibrant and complicated women in that society
299,-0.5267,0.286,0.714,0.0, an array of exaggerated tragic events befalls the women featured in rlt
