,Key,Line
243,war,"no doubt, a group of young, excited males rushed to the iran-iraq war front in response to promises of a hero’s reward."
244,war,nor would anyone deny there was war propaganda.
245,war,is there ever a war without one?
246,war,there is a war going on right now that the united states is waging against an ‘‘enemy’’ that lives thousands of miles away and was once presumed to own threatening weapons of mass destruction that we now know do not exist.
247,war,as much as many of us loathe war—and as much as we wished at the time that the iran-iraq war would end quickly—it is distressing to see the struggle so badly misrepresented.
248,criminal,"132  the good, the missing, and the faceless  saddam was a criminal who used chemical weapons against innocent people, and he must not be allowed to get away with his invasion."
249,war,the current american war is not what i wish to discuss here.
250,war,"a mere four pages after we hear expressions of horror regarding the way iranians, young and old, give their lives to the war because they have fallen for the ‘‘government propaganda,’’ we read snippets from henry james’s biography."
251,war,"it is an elegant section, mostly because of the profoundly moving quotes from james about war in general."
252,war,"he says in relation to world war i: ‘‘the war has used up words; they have weakened, they have deteriorated like motor car tires.’’ how right he is."
253,war,"the tenor, the voice, the approach to war is, suddenly, entirely di√erent."
254,war,"‘‘when still very young, james witnessed the civil war in america,’’ the narrating voice tells us, explaining that he was prevented from participating in this war by a mysterious backache."
255,justice,"rather, they were honorable human beings who cared about justice and freedom (213)."
256,war,"later, we read about james’s own anguish over world war i raging in europe and his e√orts to lobby on behalf of the british and belgians to get america involved."
257,war,"the quote is taken from a letter that james wrote to clare sheridan, whose husband was killed in world war i."
258,war,it contains a highly sentimental reference to people who are killed in war as ‘‘these admirable beings’’ one must ‘‘honor and celebrate’’ because indeed they are ‘‘our pride and our inspiration’’ (215).
259,death,"because james’s ‘‘own country, america, was not at war.’’ this is a rather lame excuse, considering the fact that james had actually lived in england for over forty years and would eventually adopt british citizenship before his death in 1915."
260,war,"in other words, his approval of a war is no more saintly and superior."
261,war,"however, i insist that the same standards of admiration and honor be applied to the many iranians who were no more fond of war yet fought with their lives against saddam’s aggression."
