,Key,Line
262,conviction,"if the account of the twelve-yearold girl shot to death as she ran around the prison asking for her mother is true, it will not be the ﬁrst time that ideological conviction overcame humanity (191)."
263,crime,"neither would anyone, even the most hard-line among the revolutionaries, wear that crime as a badge of honor."
264,jail,"we are told that mahtab, razieh’s friend who escaped execution and was released from jail, is worse o√ than her dead friend."
265,disaster,"similarly, when the engagement of sanaz, one of the girls in the reading group, is broken, the incident is given the dimensions of a national disaster."
266,mutilation,"the reader, therefore, moves from disaster to disaster without a mo116  the good, the missing, and the faceless  ment’s relief: compulsory wearing of the veil, seclusion, divorce, physical violence, genital mutilation!"
267,crime,"technically, rlt should not include this particular crime because it has never been practiced in iran."
268,punishment,"we are then told: ‘‘in some perverse way, the physical punishment was a source of satisfaction to her."
269,punishment,"the women, in other words, are turned masochistic by the punishment."
270,abuse,physical and psychological abuse of women is pervasive around the world.
271,abuse,rlt ’s concern over the physical and psychological abuse of women is justiﬁed.
272,pleading,"he calls apologetically and breaks the engagement, ‘‘pleading’’ that ‘‘he would always love her.’’ the author’s comment about the young man is short and clear: ‘‘bloody coward’’ (278)."
273,abuse,"they tell us that these men physically ‘‘abuse,’’ ‘‘dictate’’ their will, ‘‘forbid’’ learning, and ‘‘conﬁscate’’ the women’s possessions, among other things (48, 54, 17, 15)."
274,death,"the ‘‘kid’’ is an honest, brilliant, loving, and courageous baha¡i boy whom we read about because of the death of his grandmother."
275,situation,"still, neither situation is desirable."
276,question,"conversely, a person with secularist tendencies (even my geneticist friend who will not question or reexamine his understanding of religion) can not be an absolutist."
277,taken,the second problem is that studies of life in postrevolutionary iran do not justify excluding the lively gender debates that have taken place in the country among men and women of all backgrounds.
278,authorities,"according to rlt, the myth of islamic feminism was perpetuated by the authorities because it ‘‘enabled the rulers to have their cake and eat it too: they could claim to be progressive and islamic’’ at the same time (262)."
279,law,matters related to islamic law are particularly inaccurate.
280,law,"azin says, ‘‘this guy [president khatami] wants the rule of law?"
281,law,isn’t this the same law that allows my husband to beat me and take my daughter away?’’ (318).
